id,league,year,type,h2_index,para_index,title,paragraph
3046,National League,1996,h2,1,2,Off the field,"The Summer Olympic Games celebrated its Centenary in Atlanta Georgia as a record-setting seventy-nine nations won medals and fifty-three won gold. Unfortunately, the festivities were interrupted after a terrorist bomb was detonated in Centennial Olympic Park killing one person and injuring one-hundred ten more."
3047,National League,1996,h2,1,3,Off the field,"After capturing an unprecedented third straight U.S. Amateur in August, twenty year-old Tiger Woods turned pro and promptly won two tourneys for $790,594. Sports Illustrated selected Woods as the 1996 Sportsman of the Year and he was only getting started."
3048,National League,1996,h2,2,1,In the American League,"The Texas Rangers showed no mercy in running up the largest score in the American League in forty-one years while massacring the league-leading Baltimore Orioles, 26-7. Sixteen of the runs came in the fifty-six minute eighth resulting in the largest eighth inning tally in baseball history."
3049,National League,1996,h2,2,2,In the American League,"As the Seattle Mariners hosted the Cleveland Indians on May 2nd, an earthquake, measuring 4.8 on the Richter scale, rattled the Kingdome causing the officials to suspend the game. The incident occurred in the seventh inning as the Tribe led 6-3 and after the stadium's structure was thoroughly inspected, play resumed the following day."
3050,National League,1996,h2,2,3,In the American League,The Oakland Athletics' Pedro Munoz hit the longest home run in the five-year history of Camden Yards on the way to a 6-3 win over the Baltimore Orioles. The 463-foot blast to dead center field came in the sixth inning (with two on) breaking through a 2-2 tie.
3051,National League,1996,h2,3,1,In the National League,"New York Mets closer John Franco recorded his 300th save in a 3-2 win over the division-leading Montreal Expos. The left-handed reliever became the first to reach the 300-save mark exactly twelve years to the day (April 29th) after his first one, for the Cincinnati Reds, in 1984."
3052,National League,1996,h2,3,2,In the National League,"Los Angeles Dodger, Chan Ho Park became the first South Korean pitcher to win in the majors. The right-handed sensation from Kongju tossed four scoreless innings in relief of injured starter Ramon Martinez for the 3-1 victory over the Chicago Cubs at Wrigley Field."
3053,National League,1996,h2,3,3,In the National League,"Eric Davis belted his second grand slam in as many games leading the Cincinnati Reds to a 12-6 triumph over the home team San Francisco Giants. In doing so, the outfielder became the fifteenth player in Major League history to slam round-trippers in back-to-back outings and he went on to add a third slam later in the month."
3054,National League,1996,h2,4,1,Around the League,"Prior to the start of the season, major league baseball's Rules Committee announced that the strike zone would be enlarged, dropping it from the top of the knees to just below them. The change came in response to a series of recommendations to help speed up play and increase the television viewing audience that was rapidly depleting."
3055,National League,1996,h2,4,2,Around the League,Popular umpire John McSherry died of a massive heart attack after calling time from behind home plate seven pitches into a Reds-Expos game at Riverfront Stadium. The twenty-one year veteran had been suffering from a series of medical problems that was aggravated by his obesity.
3056,National League,1996,h2,4,3,Around the League,"Roberto Alomar set off a national debate after spitting in the face of umpire John Hirschbeck following an argument and ejection over a called strike in the first inning of Baltimore's game against the Toronto Blue Jays. U.S. District Judge Edmund W. Ludwig later prevented other umpires from sitting out the playoffs in protest of the incident, citing a no-strike clause in their contract."
3057,National League,1996,h2,4,4,Around the League,"Milt Gaston, a former American League pitcher who played for five teams in the 1920s and 1930s (Yankees, Browns, Nationals, Red Sox, White Sox) died at age one-hundred. Gaston boasted eighteen Hall of Fame teammates and managers, more than any player in history of the game."
3058,National League,1997,h1,,,1997 NATIONAL LEAGUE,
3059,National League,1997,h2,1,1,Off the field,"Lady Diana, the Princess of Wales, and her male companion Dodi Fayed died in a fatal car accident near the River Seine in Paris, France. As a fitting tribute at Diana's funeral Sir Elton John sang Goodbye England's Rose, a reworking of the tune Candle In the Wind, which he had written earlier about Marilyn Monroe."
3060,National League,1997,h2,1,2,Off the field,"Convicted domestic terrorist Timothy McVeigh was sentenced to death for the 1995 bombing of the Oklahoma City Federal Building. The former U.S. soldier and Gulf War veteran had turned anti-government in response to the controversial ATF raids at Waco, Texas and Ruby Ridge."
3061,National League,1997,h2,1,3,Off the field,"Scottish scientists announced that they had successfully cloned the first mammal, a sheep named Dolly, igniting a global debate over the advancement of cell research and the moral dilemmas of creating ""artificial"" life."
3062,National League,1997,h2,2,1,In the American League,"The Cleveland Indians put on a power-hitting clinic in Milwaukee, blasting a franchise-record eight home runs en route to a commanding 11-4 victory over the Brewers. Matt Williams led the charge with three long balls, David Justice chipped in two, and Sandy Alomar, Manny Ramirez, and Chad Curtis each went yard. But the Brewers weren’t about to go quietly—their own trio of sluggers, Dave Nilsson, Jeromy Burnitz, and John Jaha, launched three of their own, tying a Major League record for combined home runs in a regulation game. It was a night of historic fireworks, with baseballs leaving the yard at a dizzying pace!"
3063,National League,1997,h2,2,2,In the American League,"The Toronto Blue Jays hosted the Montreal Expos in an ""all Canadian affair"", as part of the new inter-league schedule, marking the first time since World War II that the U.S. National Anthem was not heard before a Major League ball game."
3064,National League,1997,h2,2,3,In the American League,"New York Yankee David Wells took the mound against the Cleveland Indians apparently wearing a hat that belonged to the late Babe Ruth. The eccentric pitcher was reported as paying $35,000 for the Bambino's cap and wore the heirloom for — an inning in which he surrendered no hits. After manager Joe Torre ordered him to remove the hat, in compliance with Major League uniform regulations, the lefthander was shelled for eight hits and four runs en route to 12-8 loss."
3065,National League,1997,h2,3,1,In the National League,"Deion Sanders, of the Cincinnati Reds; was reprimanded by National League Vice President Katy Feeney for altering his uniform as a tribute to Jackie Robinson. Sanders wore his pants at knee length and trimmed the sleeves off of his jersey after seeing a photograph of the late Brooklyn Dodger on a Wheaties box. The following day his teammates mimicked his alterations circumventing the league official's decree by promoting team uniformity."
3066,National League,1997,h2,3,2,In the National League,The Colorado Rockies' Andres Galarraga launched a 529-foot grand slam off of the Florida Marlins' Kevin Brown for what is considered to be one of the longest homeruns ever; second only to Mickey Mantle's 565-foot tape-measure blast.
3067,National League,1997,h2,3,3,In the National League,"The Florida Marlins became the first expansion team to win the World Series after only five years of existence. Although the victory was over the American League powerhouse Cleveland Indians, most fans did not grant the Marlins the respect they deserved citing the team's $89 million dollar payroll as the determining factor. The accusations eventually proved true as the financially strapped owners were forced to dismantle the majority of the franchise in the post-season expansion draft."
3068,National League,1997,h2,4,1,Around the League,"In the 50th anniversary year of Jackie Robinson's debut with the Brooklyn Dodgers, a special commemorative baseball was issued to every team for use in their opener. Throughout the season many tributes were held to honor Robinson who's number 42 was permanently retired by all Major League teams."
3069,National League,1997,h2,4,2,Around the League,"Curt Flood, the player whose lawsuit changed the business of baseball forever and resulted in free agency, died of cancer on January 20th. Earlier in the year, Congressman John Conyers paid tribute to the former Red, Cardinal and Senator by using his number 21 on the proposed bill that was intended to remove baseball's antitrust exemption."
3070,National League,1997,h2,4,3,Around the League,"The novel concept of inter-league play proved a success as attendance for those games went up 35 percent with records set in Chicago, New York and Seattle. Cumulatively, the 84 American vs. National League match-ups attracted almost three million fans with the A.L. winning forty-eight games and the N.L. topping thirty-six."
3071,National League,1997,h2,4,4,Around the League,"Ila Borders became the first female pitcher in history to start a Minor League baseball game as the Duluth-Superior Dukes challenged the Sioux Falls Canaries in the Northern League. Borders was credited with two strikeouts while surrendering five hits, three runs and two walks in the 8-3 loss."
3072,National League,1998,h1,,,1998 NATIONAL LEAGUE,
3073,National League,1998,h2,1,1,Off the field,Senator John Glenn blasted off for the second time at age seventy-seven to participate in a study of the effects of weightlessness and space stress on the elderly. The veteran astronaut had no difficulties performing his duties aboard the Space Shuttle and returned to earth with flying colors.
3074,National League,1998,h2,1,2,Off the field,"The President of the United States, Bill Clinton, and Monica Lewinsky, a White House intern had a sex scandal dubbed Sexgate by the media. Clinton, 49 years old, and Lewinsky, 22 years old started their sexual relationship in 1995, ended it in 1997, and made national news when coming Clinton made the following infamous statement on January 26, 1998, ""I did not have sexual relations with that woman, Ms. Lewinsky."""
3075,National League,1998,h2,1,3,Off the field,"Seventy-six million people tuned in to view the last installment of a ""show about nothing"" as Seinfeld broadcasted its farewell performance. The series is still the most widely viewed sitcom ever in syndication and has made creator Jerry Seinfeld one of the wealthiest royalty recipients in the history of television."
3076,National League,1998,h2,2,1,In the American League,"The Oakland Athletics Rickey Henderson scored the 2,000th run of his career in the A's 15-6 loss to the Cleveland Indians. In doing so, he joined Ty Cobb, Hank Aaron, Babe Ruth, Pete Rose, and Willie Mays as the only players to reach the milestone."
3077,National League,1998,h2,2,2,In the American League,"Cal Ripken started his 2,500th consecutive game as the Baltimore Orioles defeated the Oakland A's, 8-2. In perspective, the subsequent twenty-two longest active streaks (combined) add up to less than the ""Iron Man's"" own total."
3078,National League,1998,h2,2,3,In the American League,"Manager Joe Torre's Yankees outplayed the 1927 team and finished the season with an astonishing one hundred, fourteen regular-season wins and eleven postseason victories. The Bombers win column represented the most ""Ws"" by any team in one hundred, twenty-three years of Major League baseball."
3079,National League,1998,h2,3,1,In the National League,"Montreal Expos skipper Felipe Alou tallied his 521st career-win as manager thanks to veteran pitcher Dustin Hermanson who was also the starter in Alou's 400th, 450th, and 500th wins."
3080,National League,1998,h2,3,2,In the National League,"On September 8th, St. Louis Cardinal Mark McGwire topped Roger Maris' single-season home run mark by slugging his sixty-second of the year off the Chicago Cubs' Steve Trachsel. Fittingly, Sammy Sosa, McGwire's closest running mate in the race to break sixty-one, was in attendance on the field."
3081,National League,1998,h2,3,3,In the National League,"San Francisco Giant Barry Bonds hit his 400th home run, off the Florida Marlins' Kirt Ojala and became the first player in Major League history to boast four-hundred homeruns and four-hundred steals in a career."
3082,National League,1998,h2,4,1,Around the League,"Chicago Cubs broadcaster Harry Caray died at the age of eighty-four, four days after collapsing at a Valentine's Day dinner. The Wrigley Field icon, known best for leading the fans in the traditional rendition of ""Take Me Out to the Ballgame"" left behind countless memories from a career that spanned half a century."
3083,National League,1998,h2,4,2,Around the League,"In an effort to secure financial stability, the Cleveland Indians requested permission from the Securities and Exchange Commission to sell four million shares of the team to the public."
3084,National League,1998,h2,4,3,Around the League,Congress finally passed a bill that removed part of baseball's seventy-six year antitrust exemption. The groundbreaking citation was supported by both the owners and the players union and was later signed by President Bill Clinton.
3085,National League,1998,h2,4,4,Around the League,"In November, Yankee and A's icon Jim ""Catfish"" Hunter was diagnosed with amyotrophic lateral sclerosis, an ultimately fatal neurological condition better known as ""Lou Gehrig's disease."""
3086,National League,1999,h1,,,1999 NATIONAL LEAGUE,
3087,National League,1999,h2,1,1,Off the field,President Bill Clinton was acquitted of impeachment charges and remained in office despite originally denying that he had improper relations with a White House intern. After a thorough investigation it was later discovered that the President had lied under oath and he eventually confessed and apologized to the American people.
3088,National League,1999,h2,1,2,Off the field,The disturbing trend of violence in American schools reached an all-time high as two students entered Columbine High School with an arsenal of weapons and explosives killing thirteen of their classmates before taking their own lives.
3089,National League,1999,h2,1,3,Off the field,"John F. Kennedy Jr., his wife and sister in-law were killed as their plane, piloted by JFK Jr., crashed en route to a Kennedy cousin's wedding ceremony."
3090,National League,1999,h2,2,1,In the American League,"In a surprise move, the New York Yankees traded pitcher David Wells to the Toronto Blue Jays for five-time Cy Young winner Roger Clemens. Both are later reunited in pinstripes on the same Yankee rotation."
3091,National League,1999,h2,2,2,In the American League,"Texas Ranger Ivan ""Pudge"" Rodriguez tied the highest batting average for a catcher since Bill Dickey batted .332 in 1937. He also added thirty-five home runs, twenty-five stolen bases and one-hundred thirteen runs batted in to his cumulative stats."
3092,National League,1999,h2,2,3,In the American League,"The Baltimore Orioles traveled to Havana Cuba to play the national team in an exhibition game witnessed by the attending Fidel Castro. The Blackbirds defeated the Cubans 3-2 in an eleven inning affair. Two months later, the tables were turned though as the national team traveled to Camden Yards and crushed the home team 12-6 in the first game ever played between the two countries on American soil."
3093,National League,1999,h2,3,1,In the National League,"""The Big Unit"", Randy Johnson of the Arizona Diamondbacks, continued to dominate on the hill winning the National League Cy Young with a 17-9 record, 2.48 ERA, twelve complete games and an astonishing three-hundred sixty-four strike outs."
3094,National League,1999,h2,3,2,In the National League,"On April 23rd, St. Louis Cardinal Fernando Tatis set a Major League record as the only player ever to hit two grand slams in a single inning as well as the only player ever to drive-in eight runs during a single frame. Both slams are off of the Los Angeles Dodgers' Chan Ho Park who had certainly seen better days on the mound."
3095,National League,1999,h2,3,3,In the National League,"Another Cardinal, Mark McGwire continued to set a new standard at the plate by following up his record-breaking seventy-home run season with sixty-five more. The St. Louis slugger now held the #1 and #2 spots for single-season performances and belted his 500th career homer only a year after slamming number four-hundred."
3096,National League,1999,h2,4,1,Around the League,"Commissioner Bud Selig announced baseball's newest annual award created for the leading hitter in each respective league. Named after Hank Aaron, the citation recognizes the leader in hits, home runs and runs batted in."
3097,National League,1999,h2,4,2,Around the League,The Associated Press reported that the average salary for a Major League ball player had grown to an astonishing $1.7 million dollars a year. The New York Times later printed that the average salary for a New York Yankee was $3 million much to the dismay of the rest of the league.
3098,National League,1999,h2,4,3,Around the League,"Baseball announced its twenty-five man All-Century Team as selected by fan balloting. The line-up included: Lou Gehrig (1B), Jackie Robinson (2B), Cal Ripken Jr. (SS), Mike Schmidt (3B), Babe Ruth (OF), Hank Aaron (OF), Ted Williams (OF), Johnny Bench (C), Nolan Ryan (RHP) and Sandy Koufax (LHP)."
3099,National League,1999,h2,4,4,Around the League,"Baseball and the world bid farewell to Joe DiMaggio who passed away on May 8th. During his fabled thirteen-year career, ""The Yankee Clipper"" captured three Most Valuable Player trophies and became one of the most revered players ever to lace up a pair of cleats."
3100,National League,2000,h1,,,2000 NATIONAL LEAGUE,
3101,National League,2000,h2,1,1,Off the field,"""Y2K"" spawned a paranoid phenomenon due to the impending threat of the world's computers crashing. Despite millions of dollars and countless man-hours spent in preparation, the impending cyber-disaster amounted to nothing."
3102,National League,2000,h2,1,2,Off the field,The U.S. presidential race between Republican candidate George W. Bush and Democratic hopeful Al Gore ended amid controversy. The world watched as the most powerful nation on earth used the courts to sort out what was the most evenly divided recent presidential election of the United States.
3103,National League,2000,h2,1,3,Off the field,"After years of delays, the International Space Station was finally operating in orbit thanks to a combined effort of technological resources from the U.S., Canada, Japan, Russia, eleven nations of the European Space Agency and Brazil."
3104,National League,2000,h2,2,1,In the American League,"Shortstop sensation Nomar Garciaparra earned his second consecutive batting title and Pedro Martinez earned his third Cy Young Award in four years, but it wasn't enough to get the Red Sox to the playoffs for a third consecutive season. Despite their best efforts, ""The Curse of the Bambino"" continued to reign as the Sox finished 2½ games behind the Yankees in the American League East."
3105,National League,2000,h2,2,2,In the American League,"The Detroit Tigers topped the Minnesota Twins, 12-11 on October 1st, as Shane Halter became the fourth Major Leaguer in history to play all nine positions in a game. Both teams combined to use fifteen pitchers, tying the Major League mark and setting an American League record."
3106,National League,2000,h2,2,3,In the American League,"The Cleveland Indians became the leagues fifth, triple play victim at the hands of the Baltimore Orioles during a September 1st outing. With runners at first and second and no outs, shortstop Melvin Mora intentionally dropped Sandy Alomar's pop fly, then threw to Jerry Hairston who tagged the runner at second as well as the runner coming from first. A confused Alomar retreated to the dugout believing the infield fly rule is in effect and was called out for leaving the basepath."
3107,National League,2000,h2,3,1,In the National League,Major league baseball ordered Atlanta Braves pitcher John Rocker to undergo psychological testing following racial remarks he had made during an off-season interview with Sports Illustrated. He was later suspended for fourteen days and allowed to attend Spring Training after paying an undisclosed fine and attending sensitivity training.
3108,National League,2000,h2,3,2,In the National League,"The Chicago Cubs christened the 2000 season by defeating the New York Mets, 5-3 in the Tokyo Dome in Japan marking the first Major League game ever played on Asian soil."
3109,National League,2000,h2,3,3,In the National League,"Following the death of Montreal Canadian Maurice Richard, the Expos announced that they would wear ""The Rocket's"" number nine for the remainder of the season as a tribute to the late hockey icon. It was the first time that a Major League Baseball team was believed to have honored an athlete from another sport."
3110,National League,2000,h2,4,1,Around the League,American League president Gene Budig resigned and was appointed a senior adviser to baseball commissioner Bud Selig. The American and National leagues were officially disbanded as separate legal entities with all rights and functions consolidated in the commissioner's office.
3111,National League,2000,h2,4,2,Around the League,"Following a May 16th incident in which sixteen Los Angeles Dodger players and three coaches entered the stands during a fight with fans at Wrigley Field, nineteen suspensions are handed out resulting in the loss of sixty games for the players and twenty-four for the coaches."
3112,National League,2000,h2,4,3,Around the League,"Andrew Klein, a boy who was struck in the head and suffered permanent brain damage while attending batting practice before a Florida Marlins game in 1997, was finally awarded $1.05 million by a state court jury. The decision set the stage for limiting children's access to players on the field and required stricter safety guidelines for kid's pre-game ballpark programs."
3113,National League,2000,h2,4,4,Around the League,"Four American League teams finished with a better winning percentage than the New York Yankees. However, the Bronx Bombers were really not concerned with the final standings and progressed through the post-season with ease defeating their cross-town rival Mets four games to one in the fourteenth rendition of the ""Subway Series""."
3114,National League,2001,h1,,,2001 NATIONAL LEAGUE,
3115,National League,2001,h2,1,1,Off the field,"For the second time in the nation's history, a president's son followed in his father's footsteps as George W. Bush (Jr.) was sworn in as the United States 43rd leader."
3116,National League,2001,h2,1,2,Off the field,"On September 11 the world changed forever as two hijacked airplanes were flown into the World Trade Center's twin towers and a third airplane hit the Pentagon in Washington DC. A fourth plane was brought down before reaching its intended target by a heroic group of passengers in a field in western Pennsylvania. In the end, over 3,300 innocent people were killed and the United States along with a coalition of over sixty countries declared war on terrorism."
3117,National League,2001,h2,1,3,Off the field,"The New York Yankees weren't the only baseball team from the Bronx that played well in 2001, only to come up short in the end. The Little League team from the South Bronx stole the show at the Little League World Series in Williamsport, Pennsylvania, but was later disqualified after it was discovered that star pitcher Danny Almonte was actually a fifteen year-old ringer."
3118,National League,2001,h2,2,1,In the American League,"Baltimore Orioles icon ""Iron Man"" Cal Ripken re-enacted the final scene from ""The Natural"" with a dramatic home run blast in the third inning off of Chan Ho Park during his final All-Star Game appearance."
3119,National League,2001,h2,2,2,In the American League,"Despite losing three of their greatest players (Ken Griffey Jr., Randy Johnson and Alex Rodriguez) the resilient Seattle Mariners set the record for most wins in a season for an American League club, bettering the mark of one-hundred fourteen set by the already legendary 1998 Yankees. Japanese sensation Ichiro Suzuki sweetens the deal by winning Rookie of the Year as well as the Most Valuable Player."
3120,National League,2001,h2,2,3,In the American League,"The New York Yankees' Mike Mussina comes within one batter of perfection, but Carl Everett's two-out, ninth-inning single spoiled the Moose's bid for a perfect game. In the end, the right-handed veteran finished with a one-hitter and the Yankees swept the Boston Red Sox at Fenway."
3121,National League,2001,h2,3,1,In the National League,"A new era of baseball in Pittsburgh began with the opening of PNC Park resembling the classic stadiums of old. The park served as the fifth home for the Buccos replacing Three Rivers Stadium, which had replaced the sacred grounds at Forbes Field. Unfortunately, Pirate legend Willie Stargell died the evening before its Opening Day casting a dark shadow over the debut festivities."
3122,National League,2001,h2,3,2,In the National League,"Barry Bonds of the Giants broke St. Louis Cardinals' slugger Mark McGwire's single-season home run record. Before an ecstatic throng at San Francisco's Pac Bell Park, the Hall-of-Fame-bound outfielder took Chan Ho Park deep for No. 71. He would later go on to reset the record at seventy-three."
3123,National League,2001,h2,3,3,In the National League,"In one of the most exciting editions of the World Series, the adolescent Arizona Diamondbacks beat the 3x defending champion New York Yankees after Luis Gonzalez lined a Series-winning single off closer Mariano Rivera in the ninth inning of Game 7."
3124,National League,2001,h2,4,1,Around the League,"Major League Baseball rose to the occasion as part of the post 9/11 healing process. After taking center stage with patriotic tributes throughout the remainder of the regular season, the national pastime returned to the Big Apple to host the World Series. With the city's emotions running high and the American flag pulled from the wreckage of the World Trade Center flying overhead, President George W. Bush threw out the first pitch symbolizing the unwavering strength of America."
3125,National League,2001,h2,4,2,Around the League,The 1-2 pitching combination of Arizona Diamondbacks Curt Schilling and Randy Johnson results in the first World Series Co-Most Valuable Players.
3126,National League,2001,h2,4,3,Around the League,The 2001 season ended bittersweet as fans say goodbye to two future hall-of-famers in Tony Gwynn of the San Diego Padres and Cal Ripken Jr. of the Baltimore Orioles.
3127,National League,2001,h2,4,4,Around the League,"The Baseball Hall of Fame congratulated its newest inductees including Kirby Puckett, Dave Winfield, Hilton Smith and Bill Mazeroski (who finally opened the door for defensive players)."
3128,National League,2002,h1,,,2002 NATIONAL LEAGUE,
3129,National League,2002,h2,1,1,Off the field,"Big business took the witness stand in 2002 as Enron, WorldCom and Xerox were all exposed in major accounting scandals. The total cost of corporate fraud in the United States was estimated at more than five trillion dollars, coming in plunging stocks, loss of investments and tax revenue."
3130,National League,2002,h2,1,2,Off the field,"Russian President Vladimir Putin signed with U.S. President George W. Bush in Moscow a nuclear disarmament treaty and a strategic partnership agreement. Under the treaty, the two countries pledged to slash their nuclear arsenals by two-thirds."
3131,National League,2002,h2,1,3,Off the field,"On September 11, tributes around the nation showcased American emotion and patriotic pride on the one-year anniversary of the terrorist attacks on the United States. Major League Baseball held special opening ceremonies in every ballpark operating that day."
3132,National League,2002,h2,2,1,In the American League,"The Anaheim Angels dethroned the perennial American League Champion New York Yankees and the Minnesota Twins to face the San Francisco Giants in their first Fall Classic since entering the league forty-two years earlier. The victory was sweetened by overcoming a 5-0 seventh-inning deficit in Game 6, fittingly the greatest elimination-game comeback in Classic history. The Angels went on to win the contest four games to three."
3133,National League,2002,h2,2,2,In the American League,"From August 13th to September 4th, Most Valuable Player Miguel Tejada and the Oakland Athletics set an American League record of twenty straight wins."
3134,National League,2002,h2,2,3,In the American League,"Seattle's Mike Cameron hit four homers in Comiskey Park on May 2nd, becoming the first Major Leaguer in nine years (Mark Whiten, 1993) to manage the feat. He was outdone twenty-one days later in Milwaukee as the Los Angeles Dodgers' Shawn Green totaled a six-for-six, nineteen total base spectacle and finished the week with nine home runs of his own."
3135,National League,2002,h2,3,1,In the National League,Barry Bonds continued to chase Babe Ruth as the most dominant player in MLB history. The San Francisco Giants outfielder tallied his 600th home run off the Pittsburgh Pirates' Kip Wells on August 9th and won his first batting title (.370) before falling to the Anaheim Angels in Game 7 of the World Series.
3136,National League,2002,h2,3,2,In the National League,"The Arizona Diamondbacks continued to dominate on the mound as Randy Johnson and Curt Schilling went 47-12 and ranked 1-2 in the Majors with a combined total of six-hundred fifty strikeouts. The lethal 1-2 combination also boasted thirteen complete games, more than any other big-league team."
3137,National League,2002,h2,3,3,In the National League,"No one demonstrated more resolve than the Cardinals, who experienced the untimely deaths of longtime announcer Jack Buck and pitcher Darryl Kile. The team, though mourning, went on to dominate the National League Central dedicating the season in the memory of their departed comrades."
3138,National League,2002,h2,4,1,Around the League,"Major League owners and players, inevitably heading toward a ninth play stoppage over labor issues, reached accord virtually minutes before the first feared cancellation. It was the first time a new Collective Bargaining Agreement was struck without the loss of a single inning."
3139,National League,2002,h2,4,2,Around the League,"For only the second time in the History of the Midsummer Classic, the 2002 All-Star Game was called at a 7-7 tie after eleven innings due to both teams running out of available pitchers."
3140,National League,2002,h2,4,3,Around the League,"The West was the best as six of the nine West Division teams won ninety-two-plus games (more teams than the other four divisions combined) and West players dominated the individual awards including the Cy Young, Most Valuable Player and eight of the nine American League Gold Gloves."
3141,National League,2002,h2,4,4,Around the League,"Baseball bid farewell to some of the greatest ever to lace up a pair of cleats including Ted Williams, Jim Spencer, Al Cowens, Minnie Rojas, Joe Black, Wes Westrum, Darrell Porter, Enos Slaughter, John Roseboro, Hoyt Wilhelm and Darryl Kile."
3142,National League,2003,h1,,,2003 NATIONAL LEAGUE,
3143,National League,2003,h2,1,1,Off the field,"After the U.N. repeatedly failed in its efforts to uncover weapons of mass destruction or identify links between Saddam Hussein and international terrorists, the United States and a group of coalition forces joined together for a pre-emptive strike aimed at disarming Iraq. On March 19th, the U.S. launched what would become known as Operation ""Shock and Awe"" as a ""decapitation attack"" aimed at the Iraqi President and other top members of the country's leadership. More than forty satellite-guided Tomahawk cruise missiles were fired from U.S. warships in the Red Sea and Persian Gulf with support from multiple squadrons of F-117 stealth fighters, carrying 2,000-pound bombs. Although the initial attack failed to eliminate Saddam, it only took twenty-one days for coalition forces to eliminate the Republican Guard and take the capital city of Baghdad. For the first time in history, people from around the world were able to watch the war effort live via embedded war journalists and strategically placed web cams."
3144,National League,2003,h2,1,2,Off the field,"Tragedy struck the NASA Space Program after the space shuttle Columbia broke up during re-entry fifteen minutes before its scheduled landing at the Kennedy Space Center in Florida. Those killed on the ill-fated flight were commander Rick D. Husband; pilot William C. McCool; payload commander Michael P. Anderson; mission specialists David M. Brown, Kalpana Chawla and Laurel Clark; as well as Israel's first astronaut, Ilan Ramon. An investigation into the explosion later revealed that a piece of foam designed to protect the vehicle from heat had dislodged during take-off, striking the left wing. Columbia, the oldest of NASA's shuttle fleet, had first launched in 1981 and was completing its twenty-eighth mission. Ironically, the accident occurred less than a week after the anniversaries of two other deadly space program disasters: the seventeenth anniversary of the explosion of the shuttle Challenger (January 28) and the thirty-sixth anniversary of a launch pad fire that killed three Apollo astronauts (January 27)."
3145,National League,2003,h2,2,1,In the American League,"New York Yankees ace Roger Clemens joined one of the most exclusive clubs in sports after becoming the twenty-first pitcher in Major League history to win three-hundred games. After announcing his intentions to retire at the end of the 2003 season, Clemens went on to complete his quest for three-hundred by defeating the St. Louis Cardinals, 5-2, in front of a sold-out crowd at Yankee Stadium. In doing so ""The Rocket"" became the first pitcher since Nolan Ryan in 1990 to reach three-hundred wins, tying Hall-of-Famers Early Wynn and Lefty Grove for nineteenth place on the all-time victory list. Later he joined another ""pitching fraternity"" after striking out the four-thousandth batter of his career. Only Nolan Ryan (5,714) and Steve Carlton (4,136) had more strikeouts than Clemens (to date), who had ten on the night. Ironically, Carlton had also won his three-hundredth against the Cardinals in 1983."
3146,National League,2003,h2,2,2,In the American League,"The ongoing rivalry between the Boston Red Sox and New York Yankees came to a head during Game 3 of the American League Championship Series after both dugouts emptied twice due to what some felt was ""overly-aggressive"" pitching. The ensuing argument was first instigated after Boston ace Pedro Martinez struck Yankees' designated hitter Karim Garcia in the back and was fueled by Manny Ramirez who took offense to a high pitch thrown by Roger Clemens. As both dugouts cleared, New York's bench coach Don Zimmer charged at Martinez who promptly reacted by throwing the seventy-two year-old to the ground. After several minutes of suspended play, both teams went back to business until a second brawl erupted in the Yankees bullpen between Jeff Nelson, Garcia and a member of Fenway Park's grounds crew. Following the 4-3 Yankees victory, Major League Baseball issued fines to Martinez, Ramirez, Garcia and Zimmer while the Boston Police issued additional charges on Garcia and Nelson for their involvement in the bullpen altercation."
3147,National League,2003,h2,3,1,In the National League,"The entire baseball world was shocked after one of its most beloved athletes Sammy Sosa was ejected in the first inning of a Chicago Cubs versus Tampa Bay Devil Rays game after umpires found cork in his shattered bat. Sosa, who had recently joined the five-hundred home run club and gained national prominence in 1998 during his home-run battle with Mark McGwire, apologized to fans, his teammates and the Commissioner of Baseball. Stating that the corked bat had been strictly used for batting practice and mistakenly taken to the plate, Sosa received a seven-game suspension following an appeal. Sosa's other bats, which had been confiscated by security personnel and turned over to Major League Baseball, showed no signs of tampering. Still, many doubted the integrity of Sammy's previous accomplishments and it would be some time before he would be back in the fan's favor."
3148,National League,2003,h2,3,2,In the National League,"Los Angeles Dodgers closer Eric Gagne set a new Major League record after converting fifty-five saves to top Boston's Tom Gordon, who had previously converted fifty-four in a row from April 19, 1998, to June 5, 1999. Practically ""un-hittable"" throughout the season, Gagne had increased the velocity on his fastball from ninety-two miles-per-hour to ninety-seven and complemented it with a hard eighty-seven mile-per-hour changeup that dropped much like a split-finger pitch. His forty-first consecutive win gave him the longest saves streak to start a season in Major League history and he also became the first relief pitcher in history to tally one-hundred more strikeouts (137) than hits allowed (37)."
3149,National League,2003,h2,4,1,Around the League,"Baltimore Orioles pitcher Steve Bechler collapsed at the team's spring training complex in Fort Lauderdale, Florida, on February 16th and died the next day. Following an autopsy, it was determined that the twenty-three year-old had suffered a ""heart attack-like event"" after taking a dietary supplement containing ephedra. His widow later filed a $600 million lawsuit against the manufacturers while bringing national attention to the dangers of using potentially harmful weight loss aids. The lawsuit, filed in U.S. District Court in Fort Lauderdale, called the product Xenadrine RFA-1 a ""poisonous cocktail"" unsafe for human consumption."
